StatID	TeamID	PlayerID	SeasonType	Season	Name	Team	Position	PositionCategory	Started	BattingOrder	FanDuelSalary	DraftKingsSalary	FantasyDataSalary	YahooSalary	InjuryStatus	InjuryBodyPart	InjuryStartDate	InjuryNotes	FanDuelPosition	DraftKingsPosition	YahooPosition	OpponentRank	OpponentPositionRank	FantasyDraftSalary	FantasyDraftPosition	GameID	OpponentID	Opponent	Day	DateTime	HomeOrAway	IsGameOver	GlobalOpponentID	Updated	Games	FantasyPoints	AtBats	Runs	Hits	Singles	Doubles	Triples	HomeRuns	RunsBattedIn	BattingAverage	Outs	Strikeouts	Walks	HitByPitch	Sacrifices	SacrificeFlies	GroundIntoDoublePlay	StolenBases	CaughtStealing	PitchesSeen	OnBasePercentage	SluggingPercentage	OnBasePlusSlugging	Errors	Wins	Losses	Saves	InningsPitchedDecimal	TotalOutsPitched	InningsPitchedFull	InningsPitchedOuts	EarnedRunAverage	PitchingHits	PitchingRuns	PitchingEarnedRuns	PitchingWalks	PitchingStrikeouts	PitchingHomeRuns	PitchesThrown	PitchesThrownStrikes	WalksHitsPerInningsPitched	PitchingBattingAverageAgainst	GrandSlams	FantasyPointsFanDuel	FantasyPointsDraftKings	FantasyPointsYahoo	PlateAppearances	TotalBases	FlyOuts	GroundOuts	LineOuts	PopOuts	IntentionalWalks	ReachedOnError	BallsInPlay	BattingAverageOnBallsInPlay	WeightedOnBasePercentage	PitchingSingles	PitchingDoubles	PitchingTriples	PitchingGrandSlams	PitchingHitByPitch	PitchingSacrifices	PitchingSacrificeFlies	PitchingGroundIntoDoublePlay	PitchingCompleteGames	PitchingShutOuts	PitchingNoHitters	PitchingPerfectGames	PitchingPlateAppearances	PitchingTotalBases	PitchingFlyOuts	PitchingGroundOuts	PitchingLineOuts	PitchingPopOuts	PitchingIntentionalWalks	PitchingReachedOnError	PitchingCatchersInterference	PitchingBallsInPlay	PitchingOnBasePercentage	PitchingSluggingPercentage	PitchingOnBasePlusSlugging	PitchingStrikeoutsPerNineInnings	PitchingWalksPerNineInnings	PitchingBattingAverageOnBallsInPlay	PitchingWeightedOnBasePercentage	DoublePlays	PitchingDoublePlays	BattingOrderConfirmed	IsolatedPower	FieldingIndependentPitching	PitchingQualityStarts
1077649	4	10000987	1	2016	Tony Watson	PIT	P	P	0		4000	4000	4000	25					P	RP	P					44926	31	STL	4/3/2016 12:00:00 AM	4/3/2016 1:05:00 PM	HOME	True	10000031	3/29/2017 11:06:27 AM	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0.00	0.00	False	0	0	0.00
1077650	4	10000651	1	2016	Arquimedes Caminero	PIT	P	P	0		4000	4000	4000	25					P	RP	P					44926	31	STL	4/3/2016 12:00:00 AM	4/3/2016 1:05:00 PM	HOME	True	10000031	3/29/2017 11:06:27 AM	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0.00	0.00	False	0	0	0.00
1077654	4	10003361	1	2016	Wilfredo Boscan	PIT	P	P	0		4000		4000						P							44926	31	STL	4/3/2016 12:00:00 AM	4/3/2016 1:05:00 PM	HOME	True	10000031	3/29/2017 11:06:27 AM	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0.00	0.00	False	0	0	0.00
1077659	4	10000985	1	2016	Rob Scahill	PIT	P	P	0		4000	4000	4000	25					P	RP	P					44926	31	STL	4/3/2016 12:00:00 AM	4/3/2016 1:05:00 PM	HOME	True	10000031	3/29/2017 11:06:27 AM	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0.00	0.00	False	0	0	0.00
1077661	4	10001026	1	2016	Cory Luebke	PIT	P	P	0		4000	5600	4000						P	SP						44926	31	STL	4/3/2016 12:00:00 AM	4/3/2016 1:05:00 PM	HOME	True	10000031	3/29/2017 11:06:27 AM	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0.00	0.00	False	0	0	0.00
1077662	4	10000980	1	2016	Mark Melancon	PIT	P	P	0		4000	4000	4000	25					P	RP	P					44926	31	STL	4/3/2016 12:00:00 AM	4/3/2016 1:05:00 PM	HOME	True	10000031	3/29/2017 11:06:27 AM	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0.00	0.00	False	0	0	0.00
1077656	4	10000974	1	2016	Jared Hughes	PIT	P	P	0		4000	4000	4000	25	15 Day Disabled List	Back	4/3/2016 12:00:00 AM	Hughes has been placed on the 15-day disabled list due to a left lat strain.	P	RP	P					44926	31	STL	4/3/2016 12:00:00 AM	4/3/2016 1:05:00 PM	HOME	True	10000031	3/29/2017 11:06:27 AM	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0.00	0.00	False	0	0	0.00
1077668	4	10001009	1	2016	Starling Marte	PIT	LF	OF	1	4	3400	4100	3400	19					OF	OF	OF					44926	31	STL	4/3/2016 12:00:00 AM	4/3/2016 1:05:00 PM	HOME	True	10000031	3/29/2017 11:06:27 AM	1	4.01	4.08	0.36	0.89	0.60	0.19	0.02	0.08	0.34	0.25	3.19	0.00	0.24	0.02	0.00	0.00	0.00	0.14	0.07	0.00	0.25	0.25	0.50	0.00	0.37	0.37	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	8.04	6.33	5.25	4.34	1.36	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0.00	0.00	True	0.00	0	0.00
1077670	4	10001011	1	2016	Gregory Polanco	PIT	RF	OF	1	6	3300	4000	3300	13					OF	OF	OF					44926	31	STL	4/3/2016 12:00:00 AM	4/3/2016 1:05:00 PM	HOME	True	10000031	3/29/2017 11:06:27 AM	1	4.27	3.77	0.45	0.95	0.67	0.18	0.02	0.08	0.34	0.25	2.82	0.00	0.32	0.03	0.00	0.00	0.00	0.16	0.08	0.00	0.25	0.25	0.50	0.00	0.37	0.37	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	8.87	6.95	5.79	4.12	1.41	0.00	0.00	0.00	0.00	0.00	0.00	3.69	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0.00	0.00	True	0.00	0	0.00
1077674	4	10000584	1	2016	David Freese	PIT	3B	IF	1	3	2600	3100	2600	8					3B	3B	3B					44926	31	STL	4/3/2016 12:00:00 AM	4/3/2016 1:05:00 PM	HOME	True	10000031	3/29/2017 11:06:27 AM	1	1.56	4.01	0.21	0.59	0.42	0.12	0.00	0.05	0.24	0.25	3.42	0.00	0.21	0.02	0.00	0.00	0.00	0.01	0.00	0.00	0.25	0.25	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	4.84	3.77	3.14	4.24	0.86	0.00	0.00	0.00	0.00	0.00	0.00	3.96	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0.00	0.00	True	0.00	0	0.00
