StatID	TeamID	PlayerID	SeasonType	Season	Name	Team	Position	PositionCategory	Started	BattingOrder	AverageDraftPosition	Updated	Games	FantasyPoints	AtBats	Runs	Hits	Singles	Doubles	Triples	HomeRuns	RunsBattedIn	BattingAverage	Outs	Strikeouts	Walks	HitByPitch	Sacrifices	SacrificeFlies	GroundIntoDoublePlay	StolenBases	CaughtStealing	PitchesSeen	OnBasePercentage	SluggingPercentage	OnBasePlusSlugging	Errors	Wins	Losses	Saves	InningsPitchedDecimal	TotalOutsPitched	InningsPitchedFull	InningsPitchedOuts	EarnedRunAverage	PitchingHits	PitchingRuns	PitchingEarnedRuns	PitchingWalks	PitchingStrikeouts	PitchingHomeRuns	PitchesThrown	PitchesThrownStrikes	WalksHitsPerInningsPitched	PitchingBattingAverageAgainst	GrandSlams	FantasyPointsFanDuel	FantasyPointsDraftKings	FantasyPointsYahoo	PlateAppearances	TotalBases	FlyOuts	GroundOuts	LineOuts	PopOuts	IntentionalWalks	ReachedOnError	BallsInPlay	BattingAverageOnBallsInPlay	WeightedOnBasePercentage	PitchingSingles	PitchingDoubles	PitchingTriples	PitchingGrandSlams	PitchingHitByPitch	PitchingSacrifices	PitchingSacrificeFlies	PitchingGroundIntoDoublePlay	PitchingCompleteGames	PitchingShutOuts	PitchingNoHitters	PitchingPerfectGames	PitchingPlateAppearances	PitchingTotalBases	PitchingFlyOuts	PitchingGroundOuts	PitchingLineOuts	PitchingPopOuts	PitchingIntentionalWalks	PitchingReachedOnError	PitchingCatchersInterference	PitchingBallsInPlay	PitchingOnBasePercentage	PitchingSluggingPercentage	PitchingOnBasePlusSlugging	PitchingStrikeoutsPerNineInnings	PitchingWalksPerNineInnings	PitchingBattingAverageOnBallsInPlay	PitchingWeightedOnBasePercentage	DoublePlays	PitchingDoublePlays	BattingOrderConfirmed	IsolatedPower	FieldingIndependentPitching	PitchingQualityStarts
1412672	29	10005365	1	2016	Luis Cessa	NYY	RP	P	4			3/29/2017 11:06:27 AM	8	29.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0.00	2.00	2.00	0.00	33.00	99.00	33.00	0.00	3.273	31.00	14.00	12.00	6.00	21.00	6.00	498.00	307.00	1.121	0.246	0.00	138.00	77.45	90.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	19.00	6.00	0.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	134.00	55.00	26.00	29.00	6.00	2.00	0.00	2.00	0.00	99.00	0.284	0.437	0.721	0.17	0.61	0.253	0.321	0.00	1.00	True	0	4.88	0.00
1412673	11	10000264	1	2016	Alexei Ramirez	TB	SS	IF	11			3/29/2017 11:06:27 AM	12	38.00	45.00	5.00	14.00	10.00	3.00	0.00	1.00	7.00	0.311	31.00	4.00	2.00	0.00	1.00	0.00	1.00	2.00	0.00	190.00	0.340	0.444	0.784	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	118.50	93.00	76.20	47.00	20.00	3.00	15.00	2.00	2.00	0.00	1.00	40.00	0.325	0.362	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	1.00	0.00	True	0.133	0	0.00
1412674	20	10001953	1	2016	Tyler Duffey	MIN	SP	P	12			3/29/2017 11:06:27 AM	12	33.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	1.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	5.00	0	0	0	0.00	4.00	6.00	0.00	58.6666666667	176.00	58.00	2.00	6.290	70.00	43.00	41.00	19.00	59.00	8.00	1049.00	670.00	1.517	0.288	0.00	254.00	128.80	145.20	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	41.00	17.00	4.00	1.00	3.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	265.00	119.00	24.00	54.00	14.00	7.00	2.00	1.00	0.00	176.00	0.347	0.490	0.837	0.11	0.34	0.352	0.358	0.00	4.00	True	0	4.05	0.00
1412675	2	10000311	1	2016	Eugenio Suarez	CIN	3B	IF	75			3/29/2017 11:06:27 AM	79	229.00	294.00	42.00	71.00	46.00	12.00	2.00	11.00	37.00	0.241	223.00	72.00	20.00	2.00	0.00	1.00	6.00	6.00	4.00	1266.00	0.293	0.408	0.701	11.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	725.90	556.00	465.60	317.00	120.00	43.00	62.00	15.00	8.00	0.00	3.00	212.00	0.283	0.315	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	6.00	0.00	True	0.167	0	0.00
1412676	24	10006664	1	2016	Patrick Schuster	OAK	RP	P	0			3/29/2017 11:06:27 AM	2	-1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0.00	0.00	0.00	0.00	2.3333333333	7.00	2.00	1.00	15.429	4.00	4.00	4.00	1.00	1.00	0.00	45.00	30.00	2.143	0.4	0.00	-2.00	-3.75	-3.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	3.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	12.00	6.00	1.00	3.00	0.00	0.00	0.00	0.00	0.00	10.00	0.417	0.6	1.017	0.26	0.26	0.4	0.417	0.00	0.00	True	0	3.65	0.00
1412677	33	10001184	1	2016	Jon Jay	SD	LF	OF	35			3/29/2017 11:06:27 AM	38	103.00	145.00	18.00	39.00	25.00	12.00	1.00	1.00	14.00	0.269	106.00	39.00	8.00	3.00	0.00	0.00	2.00	2.00	0.00	602.00	0.321	0.386	0.707	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	319.60	249.00	206.70	156.00	56.00	11.00	40.00	9.00	2.00	0.00	3.00	105.00	0.362	0.333	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	2.00	0.00	True	0.117	0	0.00
1412678	21	10002001	1	2016	Rafael Ortega	LAA	CF	OF	22			3/29/2017 11:06:27 AM	31	65.00	88.00	12.00	21.00	16.00	4.00	0.00	1.00	11.00	0.239	67.00	7.00	7.00	0.00	1.00	0.00	2.00	4.00	1.00	357.00	0.295	0.318	0.613	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	205.90	158.00	131.70	95.00	28.00	12.00	32.00	3.00	4.00	0.00	0.00	80.00	0.25	0.274	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	3.00	0.00	True	0.079	0	0.00
1412679	13	10001973	1	2016	Adrian Sampson	SEA	SP	P	2			3/29/2017 11:06:27 AM	2	0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0.00	0.00	1.00	0.00	4.6666666667	14.00	4.00	2.00	7.714	8.00	4.00	4.00	1.00	2.00	2.00	85.00	53.00	1.929	0.4	0.00	8.00	1.10	1.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	6.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	21.00	14.00	2.00	2.00	2.00	1.00	0.00	0.00	0.00	16.00	0.429	0.7	1.129	0.26	0.52	0.375	0.476	0.00	2.00	True	0	9.40	0.00
1412680	3	10003363	1	2016	Darrell Ceciliani	TOR	CF	OF	3			3/29/2017 11:06:27 AM	4	5.00	10.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.1	9.00	6.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	51.00	0.25	0.2	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	15.20	11.00	10.20	12.00	2.00	0.00	2.00	1.00	0.00	0.00	0.00	4.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0.00	0.00	True	0.1	0	0.00
1412681	3	10007290	1	2016	Matt Dermody	TOR	RP	P	0			3/29/2017 11:06:27 AM	1	0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0.00	0.00	0.00	0.00	0.6666666667	2.00	0.00	2.00	0	2.00	0.00	0.00	0.00	1.00	0.00	15.00	10.00	3.000	0.5	0.00	5.00	2.30	2.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	3.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	3.00	0.5	0.75	1.25	0.07	0	0.667	0.5	0.00	0.00	True	0	0	0.00
